Date,Country,City,Specie,count,min,max,median,variance
2019-02-13,KG,Bishkek,pm25,10,129.0,175.0,155.0,2717.33
2019-02-14,KG,Bishkek,wind-speed,10,1.0,4.1,2.5,10.07
2019-02-14,KG,Bishkek,temperature,10,0.0,1.0,0.0,2.78
2019-02-14,KG,Bishkek,humidity,10,93.0,100.0,100.0,110.25
2019-02-14,KG,Bishkek,dew,2,0.5,1.0,0.5,1.25
2019-02-14,KG,Bishkek,pressure,10,1022.0,1023.0,1022.5,2.47
2019-02-14,KG,Bishkek,pm25,24,89.0,158.0,122.0,5763.32
2019-02-15,KG,Bishkek,dew,9,0.5,1.5,1.0,1.11
2019-02-15,KG,Bishkek,pm25,24,65.0,160.0,127.0,10960.9
2019-02-15,KG,Bishkek,temperature,24,-3.1,3.0,0.0,47.02
2019-02-15,KG,Bishkek,wind-speed,24,0.1,4.5,1.5,8.57
2019-02-15,KG,Bishkek,wind-gust,22,0.2,13.8,7.4,243.74
2019-02-15,KG,Bishkek,humidity,24,59.1,100.0,73.8,1888.47
2019-02-15,KG,Bishkek,pressure,24,1008.2,1025.0,1012.5,480.0
2019-02-16,KG,Bishkek,temperature,24,-4.1,8.0,0.0,169.68
2019-02-16,KG,Bishkek,pm25,24,42.0,158.0,65.0,11433.9
2019-02-16,KG,Bishkek,wind-speed,24,0.2,5.2,2.5,19.69
2019-02-16,KG,Bishkek,pressure,24,997.9,1024.0,1005.0,637.34
2019-02-16,KG,Bishkek,humidity,24,47.0,100.0,71.0,1547.45
2019-02-16,KG,Bishkek,wind-gust,24,1.7,16.1,7.8,114.43
2019-02-17,KG,Bishkek,pressure,24,1003.0,1014.9,1009.3,163.08
2019-02-17,KG,Bishkek,wind-speed,24,0.5,8.0,2.2,49.28
2019-02-17,KG,Bishkek,humidity,24,52.5,92.0,77.0,1006.65
2019-02-17,KG,Bishkek,pm25,24,53.0,177.0,109.0,18269.0
2019-02-17,KG,Bishkek,wind-gust,23,2.2,15.5,5.1,212.61
2019-02-17,KG,Bishkek,temperature,24,-9.5,7.5,-4.4,347.23
2019-02-18,KG,Bishkek,pressure,24,1007.0,1013.5,1009.6,43.45
2019-02-18,KG,Bishkek,temperature,24,-9.0,4.0,-2.7,201.43
2019-02-18,KG,Bishkek,humidity,24,51.6,89.0,71.5,1489.69
2019-02-18,KG,Bishkek,pm25,24,38.0,147.0,76.0,7533.84
2019-02-18,KG,Bishkek,wind-speed,24,0.2,6.1,2.5,28.45
2019-02-18,KG,Bishkek,wind-gust,24,1.5,5.0,2.6,9.21
2019-02-19,KG,Bishkek,wind-speed,24,1.0,8.6,3.0,66.62
2019-02-19,KG,Bishkek,temperature,24,-11.7,8.0,-4.6,547.83
2019-02-19,KG,Bishkek,pm25,24,61.0,195.0,91.0,14406.1
2019-02-19,KG,Bishkek,humidity,24,47.0,86.0,77.5,1477.58
2019-02-19,KG,Bishkek,wind-gust,24,6.4,17.3,11.2,75.3
2019-02-19,KG,Bishkek,pressure,24,1007.0,1025.0,1010.5,403.16
2019-02-20,KG,Bishkek,wind-gust,15,0.4,14.0,7.6,215.57
2019-02-20,KG,Bishkek,pressure,24,1010.0,1031.6,1024.5,502.2
2019-02-20,KG,Bishkek,humidity,24,54.8,92.0,76.5,1560.33
2019-02-20,KG,Bishkek,dew,3,0.5,0.5,0.5,0.0
2019-02-20,KG,Bishkek,wind-speed,24,0.5,8.7,3.7,61.31
2019-02-20,KG,Bishkek,temperature,24,-13.7,5.0,-8.3,405.62
2019-02-20,KG,Bishkek,pm25,24,59.0,149.0,85.0,5091.88
2019-02-21,KG,Bishkek,pm25,24,53.0,163.0,76.0,9292.59
2019-02-21,KG,Bishkek,pressure,24,1009.5,1033.0,1024.5,633.26
2019-02-21,KG,Bishkek,humidity,24,58.6,92.0,84.6,639.77
2019-02-21,KG,Bishkek,wind-gust,22,1.6,18.1,8.0,201.75
2019-02-21,KG,Bishkek,temperature,24,-7.1,0.0,-3.0,51.64
2019-02-21,KG,Bishkek,wind-speed,24,0.7,7.5,3.6,30.49
2019-02-22,KG,Bishkek,wind-gust,24,8.8,16.8,11.8,53.68
2019-02-22,KG,Bishkek,pressure,24,1023.5,1032.0,1027.0,97.1
2019-02-22,KG,Bishkek,wind-speed,24,0.2,7.2,2.5,35.67
2019-02-22,KG,Bishkek,temperature,24,-7.0,5.0,-4.0,161.5
2019-02-22,KG,Bishkek,pm25,24,55.0,193.0,132.0,15784.3
2019-02-22,KG,Bishkek,humidity,24,51.0,96.0,76.0,2084.4
2019-02-23,KG,Bishkek,temperature,24,-6.0,8.0,-0.5,248.02
2019-02-23,KG,Bishkek,wind-speed,24,0.5,3.6,1.5,8.64
2019-02-23,KG,Bishkek,pm25,24,85.0,198.0,132.0,9506.94
2019-02-23,KG,Bishkek,wind-gust,18,0.2,10.7,6.2,127.83
2019-02-23,KG,Bishkek,pressure,24,1020.0,1023.0,1022.0,6.14
2019-02-23,KG,Bishkek,humidity,24,37.5,92.0,77.0,2836.15
2019-02-24,KG,Bishkek,wind-gust,24,4.2,15.5,9.1,106.57
2019-02-24,KG,Bishkek,temperature,24,-5.0,10.0,1.0,231.72
2019-02-24,KG,Bishkek,pressure,24,1020.0,1022.0,1021.0,2.88
2019-02-24,KG,Bishkek,wind-speed,24,0.5,3.6,2.0,7.88
2019-02-24,KG,Bishkek,humidity,24,27.0,88.5,61.5,3936.37
2019-02-24,KG,Bishkek,pm25,24,55.0,163.0,74.0,5655.63
2019-02-25,KG,Bishkek,pm25,24,63.0,151.0,85.0,7473.46
2019-02-25,KG,Bishkek,dew,10,-3.0,-1.5,-2.0,1.78
2019-02-25,KG,Bishkek,wind-speed,24,1.5,5.6,3.0,13.0
2019-02-25,KG,Bishkek,temperature,24,-0.5,10.0,2.5,120.5
2019-02-25,KG,Bishkek,pressure,24,1017.5,1021.0,1019.0,9.18
2019-02-25,KG,Bishkek,wind-gust,24,2.7,27.5,14.1,417.4
2019-02-25,KG,Bishkek,humidity,24,39.0,80.0,61.5,1268.15
2019-02-26,KG,Bishkek,humidity,24,32.5,92.0,74.0,4637.39
2019-02-26,KG,Bishkek,temperature,24,-3.0,11.0,1.0,257.32
2019-02-26,KG,Bishkek,pressure,24,1013.0,1018.0,1015.5,19.52
2019-02-26,KG,Bishkek,wind-gust,2,27.2,34.0,27.2,231.2
2019-02-26,KG,Bishkek,dew,22,-5.0,-2.0,-3.5,8.19
2019-02-26,KG,Bishkek,pm25,24,72.0,170.0,104.0,9104.76
2019-02-26,KG,Bishkek,wind-speed,24,0.5,2.0,1.5,2.35
2019-02-27,KG,Bishkek,wind-speed,24,0.5,3.0,1.5,4.74
2019-02-27,KG,Bishkek,pm25,24,95.0,168.0,134.0,6129.78
2019-02-27,KG,Bishkek,humidity,24,45.5,92.0,74.0,2822.89
2019-02-27,KG,Bishkek,dew,22,-5.0,-1.0,-2.0,18.69
2019-02-27,KG,Bishkek,pressure,24,1009.0,1014.0,1012.5,45.07
2019-02-27,KG,Bishkek,temperature,24,-3.0,10.0,1.5,203.47
2019-02-28,KG,Bishkek,wind-speed,24,1.0,5.6,3.0,13.58
2019-02-28,KG,Bishkek,dew,23,-7.0,1.0,-2.0,45.52
2019-02-28,KG,Bishkek,pm25,24,76.0,168.0,107.0,10657.3
2019-02-28,KG,Bishkek,temperature,24,0.0,15.0,3.5,271.88
2019-02-28,KG,Bishkek,pressure,24,1002.0,1009.0,1004.0,41.3
2019-02-28,KG,Bishkek,humidity,24,21.0,86.0,69.0,5137.13
2019-03-01,KG,Bishkek,dew,20,-4.5,-0.5,-1.0,9.24
2019-03-01,KG,Bishkek,pm25,24,76.0,183.0,109.0,9250.65
2019-03-01,KG,Bishkek,temperature,23,0.0,13.0,4.5,197.19
2019-03-01,KG,Bishkek,wind-speed,23,0.5,3.0,1.5,3.52
2019-03-01,KG,Bishkek,pressure,23,1004.0,1008.0,1005.5,20.43
2019-03-01,KG,Bishkek,humidity,23,30.0,92.0,67.0,3777.78
2019-03-02,KG,Bishkek,pm25,24,87.0,169.0,144.0,7622.59
2019-03-02,KG,Bishkek,wind-speed,24,1.0,6.1,3.0,14.07
2019-03-02,KG,Bishkek,pressure,24,996.0,1005.5,1001.0,82.01
2019-03-02,KG,Bishkek,humidity,24,27.0,86.0,57.0,3582.28
2019-03-02,KG,Bishkek,dew,21,-3.0,2.0,-1.0,22.4
2019-03-02,KG,Bishkek,temperature,24,0.5,16.0,9.5,310.71
2019-03-03,KG,Bishkek,humidity,24,59.0,93.0,83.0,1400.83
2019-03-03,KG,Bishkek,pressure,24,1006.0,1018.0,1016.0,133.58
2019-03-03,KG,Bishkek,temperature,24,1.5,9.0,6.0,41.52
2019-03-03,KG,Bishkek,wind-speed,24,0.5,6.1,2.5,32.41
2019-03-03,KG,Bishkek,pm25,24,53.0,154.0,80.0,8498.68
2019-03-03,KG,Bishkek,dew,20,0.5,5.0,3.0,16.02
2019-03-04,KG,Bishkek,pm25,24,57.0,114.0,68.0,3302.59
2019-03-04,KG,Bishkek,pressure,24,1012.0,1021.0,1014.0,79.67
2019-03-04,KG,Bishkek,wind-speed,24,1.0,9.2,3.0,30.19
2019-03-04,KG,Bishkek,temperature,24,-1.0,14.0,5.0,288.36
2019-03-04,KG,Bishkek,dew,22,-2.5,5.0,-0.5,50.22
2019-03-04,KG,Bishkek,humidity,24,31.5,100.0,81.0,5131.94
2019-03-05,KG,Bishkek,humidity,24,59.0,100.0,86.0,1668.58
2019-03-05,KG,Bishkek,wind-speed,24,0.5,4.6,2.0,9.13
2019-03-05,KG,Bishkek,temperature,24,1.5,10.0,4.0,67.61
2019-03-05,KG,Bishkek,pressure,24,1018.0,1021.0,1020.0,17.16
2019-03-05,KG,Bishkek,pm25,24,70.0,163.0,102.0,7911.3
2019-03-05,KG,Bishkek,dew,19,0.5,3.0,2.0,6.13
2019-03-06,KG,Bishkek,pressure,24,1017.0,1020.5,1020.0,14.18
2019-03-06,KG,Bishkek,humidity,24,89.5,100.0,93.0,98.26
2019-03-06,KG,Bishkek,temperature,24,-1.0,4.0,2.0,14.45
2019-03-06,KG,Bishkek,wind-speed,24,0.5,6.1,2.0,26.44
2019-03-06,KG,Bishkek,pm25,24,50.0,153.0,93.0,11542.6
2019-03-06,KG,Bishkek,dew,20,-2.0,3.0,1.0,16.55
2019-03-07,KG,Bishkek,pressure,24,1016.0,1019.0,1018.0,9.23
2019-03-07,KG,Bishkek,wind-speed,24,0.5,3.6,1.5,6.68
2019-03-07,KG,Bishkek,temperature,24,-1.0,12.0,2.0,206.08
2019-03-07,KG,Bishkek,dew,24,-2.0,2.5,0.5,18.98
2019-03-07,KG,Bishkek,humidity,24,50.0,100.0,92.0,3150.5
2019-03-07,KG,Bishkek,pm25,24,102.0,191.0,144.0,6619.98
2019-03-08,KG,Bishkek,pressure,24,1017.0,1022.0,1020.0,26.15
2019-03-08,KG,Bishkek,pm25,24,63.0,165.0,109.0,12063.9
2019-03-08,KG,Bishkek,temperature,24,-1.5,13.0,4.5,302.17
2019-03-08,KG,Bishkek,dew,23,-2.0,3.5,2.0,32.61
2019-03-08,KG,Bishkek,wind-speed,24,0.2,4.1,1.0,15.89
2019-03-08,KG,Bishkek,humidity,24,41.5,100.0,80.5,3951.74
2019-03-09,KG,Bishkek,pm25,24,97.0,153.0,124.0,3242.54
2019-03-09,KG,Bishkek,temperature,24,1.0,10.5,4.5,98.97
2019-03-09,KG,Bishkek,wind-speed,24,1.0,5.6,2.5,18.02
2019-03-09,KG,Bishkek,pressure,24,1022.0,1027.0,1025.0,21.3
2019-03-09,KG,Bishkek,dew,24,0.0,4.0,2.0,15.29
2019-03-09,KG,Bishkek,humidity,24,55.0,96.5,86.0,1717.81
2019-03-10,KG,Bishkek,pm25,24,76.0,179.0,99.0,8168.97
2019-03-10,KG,Bishkek,humidity,24,53.0,100.0,86.0,2456.67
2019-03-10,KG,Bishkek,wind-speed,24,1.0,3.6,2.0,8.13
2019-03-10,KG,Bishkek,dew,21,0.5,4.0,2.0,9.98
2019-03-10,KG,Bishkek,temperature,24,1.0,11.0,4.0,114.06
2019-03-10,KG,Bishkek,pressure,24,1021.0,1026.0,1023.0,21.84
2019-03-11,KG,Bishkek,dew,21,-2.5,2.0,0.0,13.37
2019-03-11,KG,Bishkek,wind-speed,24,0.5,7.2,2.0,36.38
2019-03-11,KG,Bishkek,temperature,24,-2.0,12.0,3.5,208.58
2019-03-11,KG,Bishkek,pressure,24,1017.0,1021.0,1020.0,31.29
2019-03-11,KG,Bishkek,humidity,24,46.0,100.0,75.0,3418.36
2019-03-11,KG,Bishkek,pm25,24,80.0,185.0,112.0,7131.01
2019-03-12,KG,Bishkek,wind-speed,24,0.2,3.0,1.5,5.26
2019-03-12,KG,Bishkek,temperature,24,-2.5,15.0,4.5,396.63
2019-03-12,KG,Bishkek,pm25,24,85.0,187.0,132.0,6848.24
2019-03-12,KG,Bishkek,humidity,24,32.0,96.0,75.0,5821.73
2019-03-12,KG,Bishkek,dew,24,-3.5,2.0,-1.0,22.37
2019-03-12,KG,Bishkek,pressure,24,1017.0,1023.0,1020.5,36.74
2019-03-13,KG,Bishkek,pressure,24,1020.0,1023.0,1022.0,13.75
2019-03-13,KG,Bishkek,wind-speed,24,0.2,5.1,2.5,17.25
2019-03-13,KG,Bishkek,pm25,24,65.0,153.0,93.0,6811.52
2019-03-13,KG,Bishkek,dew,24,-7.5,0.0,-2.0,43.22
2019-03-13,KG,Bishkek,humidity,24,17.0,77.5,52.0,4458.22
2019-03-13,KG,Bishkek,temperature,24,3.0,18.0,6.5,334.49
2019-03-14,KG,Bishkek,temperature,24,-0.5,19.0,8.0,435.65
2019-03-14,KG,Bishkek,pm25,24,80.0,187.0,102.0,11890.9
2019-03-14,KG,Bishkek,humidity,24,20.0,83.0,46.5,4671.52
2019-03-14,KG,Bishkek,dew,22,-4.5,0.0,-3.0,15.22
2019-03-14,KG,Bishkek,wind-speed,24,0.2,4.1,2.0,14.32
2019-03-14,KG,Bishkek,pressure,24,1017.0,1020.0,1019.0,10.54
2019-03-15,KG,Bishkek,wind-speed,24,0.5,4.6,1.5,11.35
2019-03-15,KG,Bishkek,dew,24,-4.5,1.0,-0.5,20.43
2019-03-15,KG,Bishkek,humidity,24,19.5,80.0,49.5,3896.52
2019-03-15,KG,Bishkek,pressure,24,1017.0,1020.0,1018.0,9.06
2019-03-15,KG,Bishkek,pm25,24,107.0,169.0,144.0,2992.1
2019-03-15,KG,Bishkek,temperature,24,2.0,19.5,10.0,353.97
2019-03-16,KG,Bishkek,humidity,24,16.5,55.0,35.5,1672.54
2019-03-16,KG,Bishkek,wind-speed,24,1.2,5.6,3.6,16.74
2019-03-16,KG,Bishkek,pm25,24,74.0,166.0,91.0,6885.15
2019-03-16,KG,Bishkek,pressure,24,1013.0,1018.0,1016.5,44.34
2019-03-16,KG,Bishkek,temperature,24,8.0,22.0,13.0,279.99
2019-03-16,KG,Bishkek,dew,24,-4.5,1.0,-3.5,29.56
2019-03-17,KG,Bishkek,pm25,24,63.0,183.0,117.0,15722.2
2019-03-17,KG,Bishkek,wind-speed,24,0.2,7.2,2.0,40.17
2019-03-17,KG,Bishkek,humidity,24,20.0,83.0,52.0,4168.03
2019-03-17,KG,Bishkek,pressure,24,1012.0,1014.0,1013.0,4.09
2019-03-17,KG,Bishkek,temperature,24,2.0,21.5,12.5,455.97
2019-03-17,KG,Bishkek,dew,24,-2.0,4.0,0.5,35.05
2019-03-18,KG,Bishkek,temperature,24,4.5,21.0,10.5,295.87
2019-03-18,KG,Bishkek,pressure,24,1005.5,1013.0,1008.5,84.45
2019-03-18,KG,Bishkek,wind-speed,24,0.7,12.3,4.6,114.63
2019-03-18,KG,Bishkek,dew,24,-6.5,3.5,1.0,93.15
2019-03-18,KG,Bishkek,humidity,24,27.0,84.0,39.5,3243.03
2019-03-18,KG,Bishkek,pm25,24,74.0,172.0,93.0,8775.58
2019-03-19,KG,Bishkek,pressure,24,1007.0,1016.0,1011.0,69.23
2019-03-19,KG,Bishkek,wind-speed,24,0.5,6.6,2.5,24.23
2019-03-19,KG,Bishkek,dew,23,-6.5,-0.5,-3.0,21.06
2019-03-19,KG,Bishkek,pm25,24,82.0,161.0,114.0,6375.87
2019-03-19,KG,Bishkek,humidity,24,28.0,74.0,49.5,1961.3
2019-03-19,KG,Bishkek,temperature,24,0.0,15.5,5.0,262.81
2019-03-20,KG,Bishkek,wind-speed,24,0.5,5.1,2.0,16.67
2019-03-20,KG,Bishkek,dew,24,-4.0,0.0,-2.0,21.23
2019-03-20,KG,Bishkek,temperature,24,-0.5,17.5,6.5,399.56
2019-03-20,KG,Bishkek,pm25,24,95.0,161.0,127.0,4639.11
2019-03-20,KG,Bishkek,pressure,24,1013.0,1017.0,1016.0,14.56
2019-03-20,KG,Bishkek,humidity,24,28.0,80.0,54.0,3715.87
2019-03-21,KG,Bishkek,pm25,24,76.0,180.0,99.0,5447.75
2019-03-21,KG,Bishkek,dew,24,-1.0,2.0,0.0,5.71
2019-03-21,KG,Bishkek,wind-speed,24,0.2,6.6,1.5,21.84
2019-03-21,KG,Bishkek,pressure,24,1016.0,1020.0,1018.0,11.67
2019-03-21,KG,Bishkek,humidity,24,29.0,89.5,57.0,4694.85
2019-03-21,KG,Bishkek,temperature,24,1.0,18.0,9.0,352.83
2019-03-22,KG,Bishkek,wind-speed,24,0.5,4.6,2.0,8.39
2019-03-22,KG,Bishkek,dew,20,-2.0,4.0,2.0,27.34
2019-03-22,KG,Bishkek,humidity,24,29.0,93.0,43.0,5968.26
2019-03-22,KG,Bishkek,pressure,24,1015.0,1021.0,1020.0,45.86
2019-03-22,KG,Bishkek,pm25,24,82.0,169.0,93.0,6069.49
2019-03-22,KG,Bishkek,temperature,24,4.0,19.0,11.5,282.17
2019-03-23,KG,Bishkek,dew,24,-0.5,6.5,2.0,17.97
2019-03-23,KG,Bishkek,pm25,24,85.0,158.0,104.0,2792.01
2019-03-23,KG,Bishkek,temperature,24,2.0,19.0,12.5,321.58
2019-03-23,KG,Bishkek,pressure,24,1013.0,1016.5,1015.0,12.45
2019-03-23,KG,Bishkek,humidity,24,29.0,83.5,48.5,3780.63
2019-03-23,KG,Bishkek,wind-speed,24,0.5,9.2,2.0,42.74
2019-03-24,KG,Bishkek,pm25,23,38.0,112.0,70.0,4344.74
2019-03-24,KG,Bishkek,dew,23,4.0,6.5,5.5,5.88
2019-03-24,KG,Bishkek,wind-gust,2,12.8,12.8,12.8,0.0
2019-03-24,KG,Bishkek,wind-speed,24,0.5,9.7,2.0,64.92
2019-03-24,KG,Bishkek,humidity,24,64.0,93.0,81.0,823.8
2019-03-24,KG,Bishkek,temperature,24,6.0,11.0,8.5,21.52
2019-03-24,KG,Bishkek,pressure,24,1017.5,1022.0,1021.0,13.36
2019-03-25,KG,Bishkek,temperature,24,3.5,19.0,10.5,308.84
2019-03-25,KG,Bishkek,pm25,24,42.0,95.0,65.0,1786.5
2019-03-25,KG,Bishkek,wind-speed,24,1.5,4.1,2.5,4.88
2019-03-25,KG,Bishkek,humidity,24,23.0,87.0,53.5,5964.23
2019-03-25,KG,Bishkek,pressure,24,1018.0,1020.0,1019.0,4.78
2019-03-25,KG,Bishkek,dew,22,-2.5,4.0,1.5,37.38
2019-03-26,KG,Bishkek,pm25,24,42.0,149.0,61.0,6161.72
2019-03-26,KG,Bishkek,dew,24,-9.0,3.0,-1.5,134.78
2019-03-26,KG,Bishkek,humidity,24,11.0,63.0,37.0,3803.47
2019-03-26,KG,Bishkek,pressure,24,1014.0,1019.0,1017.0,45.21
2019-03-26,KG,Bishkek,wind-speed,24,1.5,6.6,3.0,23.15
2019-03-26,KG,Bishkek,temperature,24,6.5,24.0,13.0,428.04
2019-03-27,KG,Bishkek,wind-speed,24,0.5,7.2,2.5,24.08
2019-03-27,KG,Bishkek,wind-gust,2,7.7,10.8,7.7,48.05
2019-03-27,KG,Bishkek,humidity,24,23.0,60.0,41.0,1494.13
2019-03-27,KG,Bishkek,pressure,24,1011.0,1016.0,1013.0,28.8
2019-03-27,KG,Bishkek,dew,24,-1.5,6.0,1.0,70.43
2019-03-27,KG,Bishkek,temperature,24,9.0,22.0,17.0,191.19
2019-03-27,KG,Bishkek,pm25,24,57.0,152.0,80.0,5134.49
2019-03-28,KG,Bishkek,pressure,24,1011.0,1019.5,1013.5,87.32
2019-03-28,KG,Bishkek,humidity,24,41.0,93.0,67.5,2708.69
2019-03-28,KG,Bishkek,pm25,23,53.0,154.0,91.0,6598.62
2019-03-28,KG,Bishkek,temperature,24,10.5,20.0,12.5,62.81
2019-03-28,KG,Bishkek,dew,24,2.5,13.0,7.0,84.06
2019-03-28,KG,Bishkek,wind-speed,24,0.5,7.7,3.0,50.83
2019-03-29,KG,Bishkek,humidity,24,32.0,87.0,59.0,3147.16
2019-03-29,KG,Bishkek,pressure,24,1009.0,1017.0,1011.5,70.65
2019-03-29,KG,Bishkek,temperature,24,8.5,23.5,16.0,252.89
2019-03-29,KG,Bishkek,pm25,24,38.0,78.0,57.0,1536.79
2019-03-29,KG,Bishkek,dew,24,6.0,10.5,8.0,20.76
2019-03-29,KG,Bishkek,wind-speed,24,1.5,12.8,4.6,77.06
2019-03-30,KG,Bishkek,wind-speed,24,1.0,10.8,2.5,80.0
2019-03-30,KG,Bishkek,wind-gust,2,14.9,15.4,14.9,1.25
2019-03-30,KG,Bishkek,pressure,24,1015.5,1025.0,1022.0,56.92
2019-03-30,KG,Bishkek,humidity,24,60.0,96.5,84.0,1429.13
2019-03-30,KG,Bishkek,temperature,24,8.0,13.0,9.5,37.75
2019-03-30,KG,Bishkek,pm25,24,46.0,158.0,57.0,7442.32
2019-03-30,KG,Bishkek,dew,23,5.5,9.5,7.0,10.85
2019-03-31,KG,Bishkek,wind-speed,23,0.5,2.5,2.0,5.55
2019-03-31,KG,Bishkek,humidity,23,38.0,96.5,71.0,4277.14
2019-03-31,KG,Bishkek,pm25,23,46.0,132.0,65.0,4618.18
2019-03-31,KG,Bishkek,pressure,23,1017.0,1021.0,1019.5,13.05
2019-03-31,KG,Bishkek,dew,21,4.0,8.5,6.0,13.73
2019-03-31,KG,Bishkek,temperature,23,5.0,19.0,12.5,277.04
2019-04-01,KG,Bishkek,dew,22,3.0,6.0,5.0,9.46
2019-04-01,KG,Bishkek,humidity,24,59.5,84.0,72.5,655.94
2019-04-01,KG,Bishkek,temperature,24,5.5,13.0,9.5,33.41
2019-04-01,KG,Bishkek,pressure,24,1014.0,1023.0,1020.0,87.54
2019-04-01,KG,Bishkek,pm25,24,42.0,147.0,65.0,4044.33
2019-04-01,KG,Bishkek,wind-speed,24,1.0,10.2,4.6,59.74
2019-04-02,KG,Bishkek,pressure,24,1018.0,1023.5,1020.5,39.45
2019-04-02,KG,Bishkek,humidity,24,49.0,93.0,72.5,2575.92
2019-04-02,KG,Bishkek,temperature,24,1.5,15.5,8.0,216.45
2019-04-02,KG,Bishkek,dew,21,0.5,6.0,4.5,22.65
2019-04-02,KG,Bishkek,pm25,24,57.0,156.0,74.0,10864.3
2019-04-02,KG,Bishkek,wind-speed,24,0.5,5.6,2.0,20.32
2019-04-03,KG,Bishkek,temperature,24,4.0,27.0,17.0,794.06
2019-04-03,KG,Bishkek,pressure,24,1015.0,1018.0,1016.0,8.04
2019-04-03,KG,Bishkek,pm25,24,46.0,117.0,63.0,3013.46
2019-04-03,KG,Bishkek,wind-speed,24,0.5,4.6,2.5,12.29
2019-04-03,KG,Bishkek,humidity,24,15.5,93.0,46.5,8596.05
2019-04-03,KG,Bishkek,dew,24,-2.0,8.5,3.0,66.58
2019-04-04,KG,Bishkek,pm25,24,72.0,155.0,93.0,4273.03
2019-04-04,KG,Bishkek,humidity,24,46.0,93.0,67.0,2079.09
2019-04-04,KG,Bishkek,pressure,24,1017.0,1021.0,1019.5,16.07
2019-04-04,KG,Bishkek,temperature,24,11.0,21.0,15.0,98.68
2019-04-04,KG,Bishkek,wind-speed,24,0.2,7.7,2.0,47.28
2019-04-04,KG,Bishkek,dew,23,7.0,11.5,10.0,17.23
2019-04-05,KG,Bishkek,temperature,24,9.0,21.0,13.5,156.67
2019-04-05,KG,Bishkek,humidity,24,49.0,93.0,79.0,2798.55
2019-04-05,KG,Bishkek,dew,24,8.0,12.0,10.0,10.5
2019-04-05,KG,Bishkek,pressure,24,1016.0,1022.0,1017.0,44.76
2019-04-05,KG,Bishkek,wind-speed,24,0.2,7.7,2.0,53.89
2019-04-05,KG,Bishkek,pm25,23,55.0,117.0,72.0,1912.21
2019-04-06,KG,Bishkek,pm25,24,55.0,91.0,65.0,1110.42
2019-04-06,KG,Bishkek,humidity,24,84.0,100.0,93.0,138.68
2019-04-06,KG,Bishkek,wind-speed,24,0.2,5.6,2.5,23.43
2019-04-06,KG,Bishkek,temperature,24,9.0,13.0,11.0,21.09
2019-04-06,KG,Bishkek,dew,16,7.5,11.5,10.0,16.66
2019-04-06,KG,Bishkek,pressure,24,1021.0,1028.0,1024.0,62.89
2019-04-07,KG,Bishkek,dew,24,3.0,7.0,5.0,17.17
2019-04-07,KG,Bishkek,temperature,24,4.0,17.0,10.0,204.35
2019-04-07,KG,Bishkek,pm25,24,46.0,147.0,57.0,5393.62
2019-04-07,KG,Bishkek,humidity,24,45.0,96.5,64.0,3860.05
2019-04-07,KG,Bishkek,pressure,24,1017.0,1025.0,1020.0,62.1
2019-04-07,KG,Bishkek,wind-speed,24,0.5,5.6,3.0,25.56
2019-04-08,KG,Bishkek,pressure,24,1012.5,1017.0,1015.0,10.85
2019-04-08,KG,Bishkek,humidity,24,32.0,81.0,65.0,2325.72
2019-04-08,KG,Bishkek,wind-speed,24,0.5,5.6,2.5,20.04
2019-04-08,KG,Bishkek,pm25,24,61.0,112.0,74.0,2775.58
2019-04-08,KG,Bishkek,dew,24,0.0,7.0,3.0,47.93
2019-04-08,KG,Bishkek,temperature,24,5.0,19.0,10.5,239.02
2019-04-09,KG,Bishkek,dew,24,4.0,9.5,6.0,21.29
2019-04-09,KG,Bishkek,pm25,24,55.0,139.0,76.0,3455.63
2019-04-09,KG,Bishkek,temperature,24,6.0,21.5,16.0,314.18
2019-04-09,KG,Bishkek,wind-speed,24,1.0,8.7,3.0,55.15
2019-04-09,KG,Bishkek,humidity,24,37.0,87.0,52.0,3591.45
2019-04-09,KG,Bishkek,pressure,24,1005.5,1012.0,1008.0,26.41
2019-04-10,KG,Bishkek,pressure,24,1009.0,1019.0,1016.5,135.32
2019-04-10,KG,Bishkek,wind-speed,24,0.2,5.1,2.5,10.19
2019-04-10,KG,Bishkek,dew,21,8.5,12.0,10.0,11.89
2019-04-10,KG,Bishkek,pm25,24,53.0,87.0,72.0,825.63
2019-04-10,KG,Bishkek,temperature,24,12.0,15.0,13.0,4.85
2019-04-10,KG,Bishkek,humidity,24,67.0,93.0,87.0,456.45
2019-04-11,KG,Bishkek,pressure,24,1014.0,1018.0,1016.0,11.3
2019-04-11,KG,Bishkek,dew,22,6.5,10.5,9.0,15.46
2019-04-11,KG,Bishkek,temperature,24,9.0,18.0,13.0,83.84
2019-04-11,KG,Bishkek,pm25,24,34.0,87.0,61.0,1563.7
2019-04-11,KG,Bishkek,humidity,24,46.5,96.5,76.0,2890.21
2019-04-11,KG,Bishkek,wind-speed,24,0.5,4.1,1.5,10.36
2019-04-12,KG,Bishkek,dew,24,6.5,11.0,9.0,12.28
2019-04-12,KG,Bishkek,pm25,24,42.0,91.0,65.0,1353.89
2019-04-12,KG,Bishkek,temperature,24,10.5,21.0,12.5,134.27
2019-04-12,KG,Bishkek,wind-speed,24,0.5,5.6,2.0,15.11
2019-04-12,KG,Bishkek,pressure,24,1016.0,1019.5,1017.0,10.97
