Day,PM1(mcg/m³),PM10(mcg/m³),PM2.5(mcg/m³),AQI US,NO(mcg/m³),NO2(mcg/m³),CH2O(mcg/m³),SO2(mcg/m³),Temperature(°C),Humidity(%),CH4 
2022-08-16,5.29,75.93,15.24,57.1,3.92,21.29,0.0,15.12,28.41,31.48,0.0
2022-08-17,6.42,74.55,12.62,48.31,7.12,17.8,0.0,16.18,25.55,29.35,0.0
2022-08-18,6.53,72.66,13.0,49.33,5.16,21.82,0.0,14.66,24.48,30.03,1376.0
2022-08-19,6.59,71.09,11.22,44.4,4.73,21.11,0.0,14.82,23.56,30.18,0.0
2022-08-20,6.55,61.93,11.51,43.96,4.18,21.24,0.0,14.03,19.54,34.31,0.0
2022-08-21,6.79,59.27,10.38,37.64,8.18,20.43,0.0,15.89,18.09,37.6,0.0
2022-08-22,6.49,64.0,13.37,49.33,19.36,18.27,0.0,16.46,20.68,31.98,1268.0
2022-08-23,6.61,67.75,15.41,56.67,7.39,24.91,0.0,18.03,22.17,29.21,0.0
2022-08-24,6.12,68.16,16.46,59.36,9.18,28.16,0.0,16.77,23.26,30.92,0.0
2022-08-25,6.3,69.91,12.96,49.77,4.91,26.51,0.0,14.79,23.61,30.95,0.0
2022-08-26,4.93,61.48,10.26,40.46,5.6,34.41,0.0,16.61,22.12,40.04,0.0
2022-08-27,6.05,67.93,13.6,49.92,7.0,21.28,0.0,17.08,23.34,32.7,0.0
2022-08-28,6.2,70.48,16.81,59.52,8.89,27.58,0.0,21.67,24.34,31.41,0.0
2022-08-29,5.39,66.65,15.5,55.99,28.52,34.23,0.0,20.19,23.77,35.32,0.0
2022-08-30,5.11,64.76,14.81,54.21,5.69,30.39,0.0,19.31,23.57,36.31,0.0
2022-08-31,5.58,69.77,15.52,56.7,3.86,27.57,0.0,18.83,24.97,32.14,0.0
2022-09-01,5.63,71.57,16.26,58.86,4.77,28.98,0.0,20.86,25.68,31.01,0.0
